filename,label
train/Screenshot-2024-10-30-153036_png.rf.980ebcc77f96fa1cf91dfbc60dd3e01b.jpg,1
train/Screenshot-2024-10-30-153222_png.rf.acfe425ea9e47f660479e74bda644525.jpg,1
train/Screenshot-2024-10-30-153405_png.rf.bd29b425f5ec1c77f19a459f36750c59.jpg,0
train/Screenshot-2024-10-30-153450_png.rf.10ecb9263ef96e189f88e97c37293a43.jpg,0
train/Screenshot-2024-10-30-153535_png.rf.d97fe525ef3f5857899104be27dbfc1a.jpg,1
train/Screenshot-2024-10-30-153722_png.rf.858911209b60604bc3b0abfb276653a8.jpg,1
train/Screenshot-2024-10-30-153806_png.rf.d84246e1f3d84af37961f1535a878794.jpg,1
train/Screenshot-2024-10-30-153844_png.rf.4825bd207e7a1ce9cf915752c41f5ddc.jpg,1
train/Screenshot-2024-10-30-154033_png.rf.a8e18c43a18b7a0fbfe86a06d81c09af.jpg,1
train/Screenshot-2024-10-30-154902_png.rf.6c4bfcfb796f669363214affcad868b9.jpg,0
train/Screenshot-2024-10-30-154944_png.rf.4d0a6f83345dcbd82090fcc45335affe.jpg,0
train/Screenshot-2024-10-30-155122_png.rf.93d3e32787587294f9036824d8c157d9.jpg,0
train/Screenshot-2024-10-30-155158_png.rf.17b15a61483dca61da773fd953027df3.jpg,0
train/Screenshot-2024-10-30-155242_png.rf.fad3de56b71e6e40b0f649bdc2fe6217.jpg,0
train/Screenshot-2024-10-30-155330_png.rf.576445ffd94684c1ba0318efaeb92f52.jpg,0
train/Screenshot-2024-10-30-155400_png.rf.994b502b01293d13eb77a0dacefbf7d8.jpg,0
train/Screenshot-2024-10-30-155436_png.rf.306edcbf66dfe448f25e74fb5874d2a9.jpg,0
train/Screenshot-2024-10-30-155509_png.rf.d137e276a4ee638e116bc8f885cf11a6.jpg,0
train/Screenshot-2024-10-30-155724_png.rf.d937e198e85c6f4ca9d139b64ff38f76.jpg,0
train/Screenshot-2024-10-30-155756_png.rf.770ef04453a3dfdcc881770a5ab75ead.jpg,0
train/Screenshot-2024-10-30-155903_png.rf.8ab412d395e198c83155eb36427488ae.jpg,0
train/Screenshot-2024-11-04-132456_png.rf.767e9ea0ec75c949be115abbccdafe41.jpg,1
train/Screenshot-2024-11-04-132612_png.rf.7586bfef8129adcec0ebf206a19ee9b6.jpg,1
train/Screenshot-2024-11-04-143513_png.rf.80a1f97430caf260958cd8f1e7c21213.jpg,1
train/Screenshot-2024-11-04-143709_png.rf.59dad3062334cd88a3e99d39382ad565.jpg,1
train/Screenshot-2024-11-04-150706_png.rf.2bb31be7aea387669344d439eb2318ee.jpg,1
train/Screenshot-2024-11-04-151345_png.rf.4f5058ef7ca911fec6cab0ec2ae69002.jpg,1
train/Screenshot-2024-11-04-151452_png.rf.932b4cdb627d206741171ddec7d1c4e6.jpg,1
train/Screenshot-2024-11-04-151615_png.rf.69d3fc30d07ca463529a9d9e0487d40a.jpg,1
train/Screenshot-2024-11-04-151801_png.rf.a3cb965d019eab7349eb23fc1f427fda.jpg,1
train/Screenshot-2024-11-04-151916_png.rf.e247f14c962e54fa0e9a3327b5d407a8.jpg,1
train/Screenshot-2024-11-04-152003_png.rf.50d31c876e36de927f3bf15ae880c51e.jpg,1
train/Screenshot-2024-11-04-152714_png.rf.4099e1ce4f1c012a4bc0377417e36b21.jpg,1
train/Screenshot-2024-11-04-152852_png.rf.39a3a2527beb00654040c20f782be062.jpg,1
train/Screenshot-2024-11-04-153033_png.rf.3fcf63966c748cb0324b18d0d1597dd5.jpg,1
train/Screenshot-2024-11-04-153115_png.rf.521c7010d5850595bc32fbeccc23e56d.jpg,1
train/Screenshot-2024-11-04-153225_png.rf.886263b797f85b230fa5202fcef064a0.jpg,1
train/Screenshot-2024-11-04-153311_png.rf.8d6fe2d4c66f7a1a6f506831bd1191b4.jpg,1
train/Screenshot-2024-11-04-153451_png.rf.92419ec570f35406820fb22cb44e0d37.jpg,0
train/Screenshot-2024-11-04-153627_png.rf.8721141bfe5d1743727222e322a2f05a.jpg,0
train/Screenshot-2024-11-04-153717_png.rf.f4d2560fc4e12d326ce0232d58c53edd.jpg,0
train/Screenshot-2024-11-04-153812_png.rf.e42058db867d9366a0c687a4ce569bb9.jpg,0
train/Screenshot-2024-11-04-153837_png.rf.6e0507bb9097e88112183bcb89cc753d.jpg,0
train/Screenshot-2024-11-04-153939_png.rf.dbf6ada2e5a4b16faf7b82633510ee99.jpg,0
train/Screenshot-2024-11-04-154006_png.rf.d5efb0dac94cb433832b636094faa5b9.jpg,0
train/Screenshot-2024-11-04-154133_png.rf.fb56da25c29126031b8b7fb574f06de9.jpg,0
train/Screenshot-2024-11-04-154214_png.rf.7fd1d78d24d262b52cd7156836dbe9d2.jpg,0
train/Screenshot-2024-11-04-154241_png.rf.3229c28ffc10efa3b78905fac1c5540e.jpg,0
train/Screenshot-2024-11-04-154307_png.rf.5aec4810fa26c4fbf647196195c095d2.jpg,0
train/Screenshot-2024-11-04-154343_png.rf.a93f88807c067831a0c7740b78047532.jpg,0
train/Screenshot-2024-11-04-154419_png.rf.2067fe5901cdc35c8a7f9122a9f62522.jpg,0
train/Screenshot-2024-11-04-154457_png.rf.287f5cf47a5b02d74886abe93cfd4b26.jpg,1
train/Screenshot-2024-11-04-154551_png.rf.0dcb112f0e65426c9d83d066e0d91d66.jpg,1
train/Screenshot-2024-11-04-154913_png.rf.e717833c0cf1f338b1afe3218644b1eb.jpg,0
train/Screenshot-2024-11-04-155001_png.rf.ac9a40961b277b5107f3eb955dd4cf31.jpg,0
train/Screenshot-2024-11-04-155030_png.rf.b356c4c1486430af3f00b5e10557544e.jpg,0
train/Screenshot-2024-11-04-155103_png.rf.55ef58dc711920dc32e4abca14daccab.jpg,0
train/Screenshot-2024-11-04-155202_png.rf.6994f347b9e1472545289f3c74a2d0ca.jpg,0
train/Screenshot-2024-11-04-155402_png.rf.276e1073eb45911191ac44795abedb87.jpg,0
val/Screenshot-2024-10-30-153148_png.rf.fa5f0e0b81638c19b4120843ccf637cd.jpg,1
val/Screenshot-2024-10-30-153333_png.rf.54051132ac326954d80c1e98469a88db.jpg,1
val/Screenshot-2024-10-30-153411_png.rf.a3f8025f2451270c189ae6ae7b69bc2e.jpg,1
val/Screenshot-2024-10-30-153607_png.rf.e453622678f8290022e082debd29941c.jpg,1
val/Screenshot-2024-10-30-153640_png.rf.6815727854e4770ee2e2afc4619e5d4f.jpg,1
val/Screenshot-2024-10-30-154217_png.rf.93ff08667503824f58b72a016d53be09.jpg,1
val/Screenshot-2024-10-30-155029_png.rf.2dd683861e5e3fb1d2e1abc9bd2b0369.jpg,0
val/Screenshot-2024-10-30-155826_png.rf.b690bf8b923dc821b055906e5e7ba9f4.jpg,0
val/Screenshot-2024-10-30-160004_png.rf.d96e626859387b2bd5042c9fe4e56c69.jpg,0
val/Screenshot-2024-11-04-151530_png.rf.9765cb37efc12910b86dcf4fc33e6d52.jpg,1
val/Screenshot-2024-11-04-151649_png.rf.6238a8a8c3680f284f14db9d958f857d.jpg,1
val/Screenshot-2024-11-04-151721_png.rf.098d60f06e7c8d04fb971ff04af886a7.jpg,1
val/Screenshot-2024-11-04-152047_png.rf.3937ff54583922171517131c5b547154.jpg,1
val/Screenshot-2024-11-04-152624_png.rf.33006a0a9ea35f04a31f668b33d70f34.jpg,0
val/Screenshot-2024-11-04-152748_png.rf.6fbe53e31cb6e75032db5dfadfc89d24.jpg,1
val/Screenshot-2024-11-04-152819_png.rf.9c61d4b3ed9d418cb67a036cb0333a29.jpg,1
val/Screenshot-2024-11-04-152945_png.rf.f0b04e0202c8d386df52ea0af0788137.jpg,1
val/Screenshot-2024-11-04-153156_png.rf.c066a8823842e76c875b1942002ccf74.jpg,1
val/Screenshot-2024-11-04-153741_png.rf.02b60980849b4d4782b9550b0ea6995a.jpg,0
val/Screenshot-2024-11-04-153905_png.rf.1d5044643fa51d02d269105a77b6ded5.jpg,1
val/Screenshot-2024-11-04-154042_png.rf.978da140b5d113933a107ea80e76d448.jpg,0
val/Screenshot-2024-11-04-154527_png.rf.3c388994b37a06c5950310658cd827ba.jpg,1
val/Screenshot-2024-11-04-154838_png.rf.8e091992dd9f176b0f4844eff871f5fa.jpg,0
val/Screenshot-2024-11-04-155247_png.rf.9fef456ed69cf0aa354640bac7c98fbc.jpg,0
val/Screenshot-2024-11-04-155450_png.rf.88d95e54cb8cb23b438f2ad792128fcf.jpg,0
